exposure,stimType,sentence,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,gender,bildung,ageGroups,MSSGroups,ABNBLGroups
non-exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,735,816,672,744,699,735,743,672,648,702,maennlich,tertiaer,younger,lowerSexism,middleAtt
non-exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,487,799,661,731,754,694,638,666,614,921,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,1985.9,1146.4,783.5,1149.5,1083,900,949.7,832.8,833.2,966,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,1549.5,1699.6,1649.8,649.7,816.5,783.3,883,650,682.8,1516.3,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,737,1346.3,883.2,682.6,650.6,699.6,1316.4,883.1,782.8,699.9,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,982.9,3000,883.3,766.4,683,616.7,586.5,546.4,666.4,650,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,749.7,1400.1,749.9,816.5,1099.1,2466.6,883.2,1783.1,1399.3,649.9,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,899.8,2432.9,1032.9,733,733.4,699.9,716.3,749.8,750,852.8,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,3000,1399.6,916.7,732.9,883.2,666.1,700,933.6,583.1,799.5,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,1249.4,783.4,783.1,599.9,1316.2,666.7,716.4,799.7,833,703,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,519.9,3000,949.3,633.5,1549.7,599.8,649.8,866.8,716.3,3000,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,1316.6,1032.8,783.5,1115.7,817.1,599.8,732.6,616.9,733,650.1,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,2449.3,1249.7,816.3,666.4,886.7,696.5,799.6,650,566.5,566.5,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,3000,1579.7,966,650.5,916.4,616.3,616.7,666.6,566.1,616.9,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,2249.4,933.3,733.1,599.9,616.5,733.1,700,736.3,696.5,566.6,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,667.1,982.5,667.1,716.4,699.9,949.7,683.2,819.6,630,683,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,666,899.8,1986.1,613.1,1466.3,670.5,546.7,582.5,816.6,669.4,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,100,566.2,616.8,983.4,899.9,583,583.1,683.1,583.1,550,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,1013.4,1102.8,580.2,533,1133,583.4,499.5,499.7,519.7,1430.2,weiblich,sek2,older,higherSexism,middleAtt
exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,2066.8,1116.1,986.5,696.5,1182.9,649.8,583.1,599.9,616.6,2582.6,weiblich,sek2,older,higherSexism,middleAtt
non-exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,573.2,716.7,749.8,650.2,665.6,567.5,699.6,550.7,492.9,590.2,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,433.6,566.8,671.3,710.8,584.9,604.3,616.3,611.5,589.2,600.6,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,584.2,538,581.2,718.7,594.7,917.2,700,616.3,633.4,933,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,533.8,788.9,744.7,718,736.4,711.7,738.8,649.6,515.8,551.1,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,538.1,628.6,583,500,500,616.1,499.6,467.1,601.2,616.5,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,528,800.3,822,494.5,638.7,528.7,583.3,571.9,592.7,635.6,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,621.5,583.5,510.7,600.2,517.2,654.8,644.8,532.7,522.2,550.8,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,461.4,1099.2,856.3,643.5,856.9,610.5,566.5,638.8,544.2,505.4,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,566.2,639.7,599.9,594.5,483.4,532.7,517.4,549,551.1,499,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,520.1,594.9,555.2,601.2,548.6,517.5,611.4,635.2,646.5,589.6,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,488.7,584.1,560.9,749.6,617.1,617.3,516.3,588.4,499.7,644.4,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,556.9,817.3,599,560.7,783.4,634.6,599.2,533.3,533.2,572.1,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,400.2,666.5,549.7,566.2,666,467.2,550.3,533.9,449,455.8,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,582.4,935.1,498.3,516.7,783.7,649.3,449.9,435.1,515.3,499.9,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,383.3,784.6,715.5,517.1,584.3,498.3,517.4,550.9,550.1,482.9,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,383.3,716,632.8,618.1,583,566.8,599.1,534.8,499.5,465.9,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,449.3,650,599.6,634,499.2,500.7,498.4,517.4,500.6,532.1,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,100,1251,699.9,734.7,615.1,749.5,533.5,615.9,750,767.6,weiblich,tertiaer,younger,middleSexism,middleAtt
non-exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,535,668,467,485,401,435,952,519,535,534,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,334,668,434,436,467,485,2206,518,485,668,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,117,535,418,433,519,618,518,902,603,1771,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,100,651,534,469,501,452,535,919,484,1437,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,569,651,485,501,602,567,469,619,651,786,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,669,868,534,469,468,517,418,418,452,451,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,2222,468,450,552,836,1370,368,334,601,453,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,1170,534,418,418,434,535,451,435,450,469,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,552,551,468,400,1722,468,434,402,351,485,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,250,552,451,451,418,450,418,435,535,652,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,250,602,669,568,534,1220,467,403,451,835,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,251,736,485,451,485,551,535,602,568,434,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,534,1103,452,468,468,986,517,1338,702,467,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,151,585,535,501,535,433,469,500,502,1153,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,233,785,669,535,835,502,435,468,434,918,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,183,619,484,485,469,451,484,435,484,619,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,969,585,1252,469,602,1103,485,484,435,1454,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,250,769,569,501,535,534,468,418,468,468,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,1933,1816,1083,968,1116,1117,1049,1051,1067,1533,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,1067,916,1050,883,983,800,1000,1051,1033,1116,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,1184,1383,816,967,1400,967,899,1067,1150,3000,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,1082,867,834,832,951,967,1182,934,1034,1215,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,950,700,800,767,1000,566,534,700,700,2966,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,199,667,600,567,516,551,499,534,617,899,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,449,451,467,466,517,467,483,500,483,534,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,100,533,550,666,584,516,467,483,533,617,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,484,416,451,383,500,484,433,499,517,733,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,449,351,300,299,316,384,284,316,351,516,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,366,950,449,550,584,401,350,233,416,917,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,533,399,201,200,233,417,333,216,234,733,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,682,617,1967,500,600,617,467,366,334,866,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,233,550,500,416,351,534,350,299,534,633,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,334,265,268,266,266,250,268,316,233,317,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,216,283,283,251,299,234,349,267,550,467,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,284,232,234,216,200,217,217,216,217,266,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,567,599,267,216,251,266,334,267,300,349,maennlich,tertiaer,older,lowerSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,286.3,666.6,784.2,684.1,864.6,783.5,535.5,615.6,550.4,749.7,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,100,628.3,565.9,618.7,683.2,1199.1,553.5,981.7,668.5,798.7,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,166.7,698.8,901.7,602.1,764.6,1401.2,649,1017.6,786.5,1365.7,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,233.5,1169.1,780.2,685.1,1601.5,1550.7,499.2,632.1,1168.6,666.6,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,813.6,502.2,532.2,551.1,567.2,567.4,585,1682.2,766.5,1569.2,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,818.5,2114.2,819.7,566.6,1683.4,1250.3,533.2,617.7,732.2,1168.3,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,117.7,932.9,568.2,582.1,784.9,1152.1,665,669.3,682.4,765.2,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,269.3,580.2,783.5,602.6,963.2,2071.3,631.1,1284.4,617.3,1114.9,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,434.9,650.1,534,434,532.3,519.4,463.6,483.4,483.4,502.8,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,414.8,333.1,618,1286.2,430.3,717.5,416.3,467.3,483.8,683.5,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,484.3,731.9,569.5,530.9,818.6,633.6,899.9,1685.4,614.6,920.3,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,100,415.2,615.5,500.2,735,768.9,781.8,602.3,766.1,751.1,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,367,416.6,521.5,446,487.1,445.9,533.7,518.8,801.6,1449.8,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,434.1,2185.7,515.9,1031.4,1320.4,3000,833.1,785,568.4,764.3,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,383.8,431.4,548.8,502.8,1498.4,518.1,450.2,433.4,533.5,1167.1,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,1081.7,401.4,517.1,435.3,498.5,500.1,466.6,449.9,633.9,716.9,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,164.8,716.8,517,534.8,1818.2,498.3,1003.8,548.9,666.7,716.1,weiblich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,535.4,1098,1034.9,519,465.7,867.6,433.6,533.3,499.6,666.8,weiblich,tertiaer,middle aged,middleSexism,middleAtt
exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,151,350,217,233,217,200,267,233,217,217,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,217,217,217,200,183,200,200,201,216,217,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,200,217,217,200,200,217,217,217,233,217,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,100,267,250,234,250,234,216,250,251,234,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,150,217,216,201,200,217,200,234,217,216,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,183,233,235,233,250,217,234,233,234,233,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,217,233,217,201,233,249,251,284,234,283,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,317,300,251,249,334,251,266,251,283,267,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,3000,500,2585,334,217,333,434,267,250,250,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,100,233,251,216,217,267,217,250,284,233,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,100,234,233,250,217,234,216,284,217,233,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,216,284,217,249,251,217,251,233,234,216,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,117,200,201,250,233,267,234,233,251,249,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,183,234,199,234,200,234,217,217,217,216,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,216,217,200,201,183,200,184,283,251,200,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,183,217,217,200,217,217,200,200,200,217,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,167,200,200,200,201,200,199,218,200,217,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,184,216,201,200,217,217,215,235,200,233,weiblich,tertiaer,older,higherSexism,morePositiveAtt
exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,168,851,701,485,601,550,518,601,535,1419,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,1069,1067,501,501,752,685,467,418,451,1152,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,200,568,402,416,485,1069,417,417,418,1086,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,335,784,484,402,1168,534,535,534,451,568,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,3000,551,484,451,517,519,400,468,417,652,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,433,652,668,418,400,401,384,417,401,418,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,417,568,401,433,468,802,434,435,400,1369,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,100,552,500,385,383,452,517,418,366,1003,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,451,501,300,384,451,735,334,368,534,384,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,183,301,451,400,502,501,368,233,450,451,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,434,401,518,417,701,517,385,350,134,518,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,283,569,417,484,535,1068,234,434,402,784,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,501,451,283,368,501,484,401,367,368,567,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,100,935,400,418,434,551,268,217,584,484,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,200,184,584,384,451,568,384,318,467,468,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,100,651,551,718,550,535,485,334,417,552,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,100,234,567,451,535,618,450,418,251,417,weiblich,tertiaer,middle aged,higherSexism,middleAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,117,367,468,418,450,467,401,351,468,534,weiblich,tertiaer,middle aged,higherSexism,middleAtt
non-exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,400,400,349.9,399.9,400.1,433.1,400.1,533.2,400,399.9,weiblich,tertiaer,younger,higherSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,216.4,306.2,1000.1,382.5,517.2,433,360.7,405.4,367,383.3,weiblich,tertiaer,younger,higherSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,266.6,300,249.9,366.7,416.6,366.6,299.9,283.5,366.5,316.6,weiblich,tertiaer,younger,higherSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,133.3,483.3,266.6,283.2,166.7,483.3,299.9,283.3,233.4,416.5,weiblich,tertiaer,younger,higherSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,100,333.3,449.9,299.9,516.6,666.6,383.3,300,366.6,366.6,weiblich,tertiaer,younger,higherSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,300,366.6,516.6,499.8,400,383.3,283.2,266.8,666.6,616.5,weiblich,tertiaer,younger,higherSexism,moreNegativeAtt
non-exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,166.6,250,266.6,483.3,300,249.8,233.3,266.7,233.3,266.6,weiblich,tertiaer,younger,higherSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,100,283.2,550.1,299.8,383.4,549.8,566.7,449.8,366.7,699.9,weiblich,tertiaer,younger,higherSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,100,233.3,233.3,300,233.2,216.8,233.2,183.3,249.9,233.4,weiblich,tertiaer,younger,higherSexism,moreNegativeAtt
